"_internal_id","file_source","ar_window_status","ar_due_date","ar_filing_status","wallet_available_potential_mt","wallet_consolidated_certificates_mt","trade_available_certificates","trade_hold_certificates_mt","grievance_raised","grievance_pending","grievance_resolved","company_name","tables_dump"
1,epr_dashboard.json,Closed for 2025-26,NA,Not Submitted,27897.7,1.0,0.0,27897.7,0.0,0.0,0.0,Prism Johnson Limited,"[[[""Category"",""Cat 1"",""Cat 2"",""Cat 3"",""Cat 4""],[""Available Potential (in MT)"",""0"",""27897.7000"",""0"",""0""],[""Used Potential (in MT)"",""0"",""26005.0000"",""0"",""0""]]]"
